rsi,macd,macd_histogram,ema_9,ema_21,ema_50,bb_width,atr,volume_ratio,price_momentum,signal_type,confluence,pnl_percent,outcome,exit_reason,coin
21.247182888973896,237.0104175609158,-283.4432884003188,113600.31506300319,113587.53319505406,112678.40064341588,0.01712879623796781,364.1278571428598,1.2431595307267647,-0.8740718059310543,BUY,55,0.9668668506153925,WIN,TP_HIT,BTC
73.66270261650085,770.8935906332918,-65.13985790040306,118831.43859307325,118210.06903015097,116699.53283044463,0.022709521777434124,471.3585714285686,1.2504525623809564,0.7661753757210269,SELL,55,-0.5917468185208503,LOSS,SL_HIT,BTC
27.53343769311583,-1286.8392968685803,76.86585655145154,110830.01477787601,111864.99933585529,114550.82041416274,0.02996648484781842,746.4292857142864,1.2263509005306708,-0.2791822647380564,BUY,55,2.034198721519982,WIN,TP_HIT,BTC
27.90307971892878,-1259.0325395241962,83.73809111666856,110708.89582230082,111715.85575986844,114381.15765282302,0.031081485886718514,793.057857142858,1.2877194485641874,-0.7252834151582854,BUY,55,2.1584813704881145,WIN,TP_HIT,BTC
29.83516947056988,-1245.7400900261273,12.936637192884518,96195.23129017556,97275.70962053428,99283.00876613021,0.05949269928545922,1203.2428571428547,1.2277484807459997,-0.15095348360942482,BUY,55,-1.899362708754115,LOSS,SL_HIT,BTC
26.168837252881033,-16.114398855872423,0.11668169088694214,4501.9254069094895,4515.2681018337835,4546.415372366645,0.011367010549818058,25.76571428571424,4.575346294184423,-0.847617253720098,BUY,55,-0.8637710403310347,LOSS,SL_HIT,ETH
24.65560299685812,-67.2119017352843,1.1375255747213515,4175.642548638631,4234.403009497873,4331.650620726527,0.05942837628936896,46.052142857142826,1.4781179421021404,-1.3326148483193965,BUY,55,-1.6693139465678675,LOSS,SL_HIT,ETH
27.805091594827516,-69.11203506015318,5.266322777563232,3756.902904183377,3811.389507880211,3965.6301452813077,0.0481850194274908,51.109999999999964,1.3210618998140218,-1.5794254992482732,BUY,55,4.138238151786677,WIN,TP_HIT,ETH
28.562428034500016,-52.853639732809825,0.5337948164951456,3504.593755992606,3549.913319530827,3641.6229749058652,0.0730779000960169,58.587142857142844,2.1391950926125025,-2.860097754480415,BUY,55,-2.5633829579505494,LOSS,SL_HIT,ETH
73.40861488024765,-22.80433370204628,20.524953631682138,3343.7627555686336,3348.6129498036685,3443.455749752357,0.061607684183447774,44.37642857142857,1.2593689808507647,3.6908082244450906,SELL,55,-1.9589301637470944,LOSS,SL_HIT,ETH
28.43244724582074,25.359045687023354,-11.758231243216379,3593.2060071513906,3578.7489232149264,3521.8837464171716,0.025741323167958623,32.02357142857142,3.0805050032344576,-2.296738377659495,BUY,55,2.713072588645509,WIN,TP_HIT,ETH
26.543578372846582,17.58096431286276,-15.629050093901576,3578.3988057211127,3573.332657468115,3521.777324989047,0.03269951650087875,32.77428571428569,2.170291205041083,-2.402247496387751,BUY,55,2.7939217810693195,WIN,TP_HIT,ETH
74.88399071925761,-0.6695955612630655,0.8539412041931684,222.81633348590844,222.8204007379373,225.2738972262391,0.03152968333195938,2.4635714285714294,2.0470965032949424,2.0956064217295483,SELL,55,3.2553910433485864,WIN,TP_HIT,SOL
70.99303135888506,-0.7437057390021664,0.462025419484382,195.93517611044751,196.31799001383894,197.45181175023492,0.04673062196062254,1.5885714285714332,1.365147417467443,1.6153767508434704,SELL,55,-1.1987408908628372,LOSS,SL_HIT,SOL
29.919888540578157,-3.3125757756166934,0.2267408583392423,160.09594130181955,162.7824269816222,169.18126602246048,0.09334572056744692,3.570714285714286,2.2419951462008707,-3.277368192800937,BUY,55,-3.4307400900406257,LOSS,SL_HIT,SOL
29.629629629629676,-0.010231822223704778,0.000532850756567867,2.9824779848458722,2.990715972249333,3.0110698313437028,0.013319771157509925,0.012357142857142924,1.642282013513812,-0.5683717820127016,BUY,55,1.246517436833512,WIN,TP_HIT,XRP
71.05263157894737,0.01376697165489782,-0.0006767490337765223,3.0439039951137774,3.0329839520565693,2.9988718985948424,0.02008389313429765,0.02271428571428575,1.8138295079568143,0.7874015748031503,SELL,55,2.2181919642857117,WIN,TP_HIT,XRP
78.90625000000018,-0.007473754555634482,0.008288115484484528,2.882675276289058,2.883402414101586,2.912083063514445,0.021079006482240013,0.02078571428571428,1.5944885156024986,1.5994436717663514,SELL,55,2.134056908184223,WIN,TP_HIT,XRP
71.24463519313304,-0.01597535591436028,0.012505450826948681,2.399453637002397,2.4037689857290974,2.4776308695083107,0.04867513024725101,0.036999999999999984,2.2495199442897893,1.706910907577016,SELL,55,-2.271796970937367,LOSS,SL_HIT,XRP
75.18248175182488,0.02666220801821728,-3.229743185871256e-05,2.5533301303781677,2.5301339698451746,2.4887359073460087,0.04263470632071391,0.021357142857142946,1.4075766718764797,1.4549744396382194,SELL,55,-1.241694352159481,LOSS,SL_HIT,XRP
29.032258064516128,-0.013304974590822916,0.0003044250996181441,2.259758364683295,2.2706423969666996,2.3018277073265243,0.02703695077484588,0.01935714285714282,1.3059811719118886,-0.44306601683651886,BUY,55,-1.2921991226396998,LOSS,SL_HIT,XRP
